Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Insol,Ratio H/L MSZ08-2_Insol,Ratio H/L MSZ08-3_Insol,Log2 Ratio H/L MSZ08-1_Insol,Log2 Ratio H/L MSZ08-2_Insol,Log2 Ratio H/L MSZ08-3_Insol,rank,percent rank,Average Log2 Ratio H/L Insol,Insol Average after TCL Median correction
YNL311C,YNL311C,">YNL311C SKP2 SGDID:S000005255, Chr XIV from 51688-49397, Genome Release 64-1-1, reverse complement, Verified ORF, F-box protein of unknown function predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur",14.918,11.918,2.7058,3.898982227,3.575070247,1.436055206,1096,0.428459734,2.970035893,3.489770773
YNL138W,YNL138W,">YNL138W SRV2 SGDID:S000005082, Chr XIV from 366741-368321, Genome Release 64-1-1, Verified ORF, CAP (cyclase-associated protein) subunit of adenylyl cyclase complex; N-terminus binds adenylyl cyclase and facilitates activation by RAS; C-terminus binds AD",6.72,8.7225,8.1924,2.748461233,3.124741692,3.034286158,1097,0.428850665,2.969163028,3.488897907
YDL087C,YDL087C,">YDL087C LUC7 SGDID:S000002245, Chr IV from 300999-300214, Genome Release 64-1-1, reverse complement, Verified ORF, Essential protein associated with the U1 snRNP complex; splicing factor involved in recognition of 5 splice site; contains two zinc finger",11.218,12.455,3.4111,3.487743583,3.638653116,1.77023705,1098,0.429241595,2.965544583,3.485279462
YIR034C,YIR034C,">YIR034C LYS1 SGDID:S000001473, Chr IX from 420736-419615, Genome Release 64-1-1, reverse complement, Verified ORF, Saccharopine dehydrogenase (NAD+, L-lysine-forming), catalyzes the conversion of saccharopine to L-lysine, which is the final step in the l",10.095,6.4427,7.2597,3.335569006,2.687665418,2.859909931,1099,0.429632525,2.961048118,3.480782998
YKL059C,YKL059C,">YKL059C MPE1 SGDID:S000001542, Chr XI from 329443-328118, Genome Release 64-1-1, reverse complement, Verified ORF, Essential conserved subunit of CPF (cleavage and polyadenylation factor), plays a role in 3 end formation of mRNA via the specific cleavag",11.428,9.8398,4.1865,3.514501036,3.298628992,2.065744625,1100,0.430023456,2.959624885,3.479359764
YKL033W,YKL033W,">YKL033W TTI1 SGDID:S000001516, Chr XI from 375456-378572, Genome Release 64-1-1, Verified ORF, Putative protein of unknown function; subunit of the ASTRA complex which is part of the chromatin remodeling machinery; similar to S. pombe Tti1p; detected in ",7.3491,11.04,5.7836,2.877567583,3.464668267,2.531967777,1101,0.430414386,2.958067876,3.477802755
YAR007C,YAR007C,">YAR007C RFA1 SGDID:S000000065, Chr I from 158619-156754, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA repli",7.7544,8.1363,7.4292,2.955015156,3.024372875,2.893206865,1102,0.430805317,2.957531632,3.477266511
YDR346C,YDR346C,">YDR346C SVF1 SGDID:S000002754, Chr IV from 1168659-1167214, Genome Release 64-1-1, reverse complement, Verified ORF, Protein with a potential role in cell survival pathways, required for the diauxic growth shift; expression in mammalian cells increases s",8.1861,7.7559,7.3692,3.033176291,2.955294202,2.881508009,1103,0.431196247,2.956659501,3.47639438
YDR080W,YDR080W,">YDR080W VPS41 SGDID:S000002487, Chr IV from 604008-606986, Genome Release 64-1-1, Verified ORF, Vacuolar membrane protein that is a subunit of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex; essential for membrane docking and fus",5.1027,11.244,8.1361,2.351260825,3.491083454,3.024337411,1104,0.431587177,2.955560563,3.475295443
YLR056W,YLR056W,">YLR056W ERG3 SGDID:S000004046, Chr XII from 253861-254958, Genome Release 64-1-1, Verified ORF, C-5 sterol desaturase, catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; mutants are viable, but cann",8.7145,8.2999,6.4328,3.123417891,3.053093954,2.685446835,1105,0.431978108,2.953986227,3.473721106
YJL147C,YJL147C,">YJL147C YJL147C SGDID:S000003683, Chr X from 142567-141419, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated d",11.163,2.5276,16.438,3.480652891,1.337768171,4.038962873,1106,0.432369038,2.952461312,3.472196191
YBR238C,YBR238C,">YBR238C YBR238C SGDID:S000000442, Chr II from 697302-695107, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial membrane protein with similarity to Rmd9p; not required for respiratory growth but causes a synthetic respiratory defect i",6.9642,9.9351,6.6864,2.799957635,3.312534489,2.741229664,1107,0.432759969,2.951240596,3.470975475
YNL274C,YNL274C,">YNL274C GOR1 SGDID:S000005218, Chr XIV from 122170-121118, Genome Release 64-1-1, reverse complement, Verified ORF, Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in hig",3.197,12.946,11.174,1.676718744,3.694434504,3.48207382,1108,0.433150899,2.951075689,3.470810569
YNL199C,YNL199C,">YNL199C GCR2 SGDID:S000005143, Chr XIV from 266530-264926, Genome Release 64-1-1, reverse complement, Verified ORF, Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p",4.5335,8.569,11.901,2.180625285,3.099126852,3.573010898,1109,0.43354183,2.950921012,3.470655891
YMR314W,YMR314W,">YMR314W PRE5 SGDID:S000004931, Chr XIII from 901709-902413, Genome Release 64-1-1, Verified ORF, Alpha 6 subunit of the 20S proteasome",7.4275,9.6595,6.3614,2.8928767,3.271948513,2.669344305,1110,0.43393276,2.944723173,3.464458052
YDL022W,YDL022W,">YDL022W GPD1 SGDID:S000002180, Chr IV from 411825-413000, Genome Release 64-1-1, Verified ORF, NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osm",8.0146,8.3891,6.6582,3.002630519,3.068516044,2.735132207,1111,0.43432369,2.935426257,3.455161136
YOR184W,YOR184W,">YOR184W SER1 SGDID:S000005710, Chr XV from 679357-680544, Genome Release 64-1-1, Verified ORF, 3-phosphoserine aminotransferase, catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulat",7.0916,8.7594,7.1689,2.826111164,3.130832052,2.841751768,1112,0.434714621,2.932898328,3.452633207
R0020C,R0020C,">R0020C REP1 SGDID:S000029675, 2-micron plasmid from 3008-1887, Genome Release 64-1-1, reverse complement, Verified ORF, Master regulator that acts in concert with Rep2p to regulate transcript levels of the FLP1 gene that promotes plasmid copy amplificati",7.9351,6.9458,8.0263,2.988248404,2.79614087,3.004735081,1113,0.435105551,2.929708118,3.449442998
YIL156W,YIL156W,">YIL156W UBP7 SGDID:S000001418, Chr IX from 48091-51306, Genome Release 64-1-1, Verified ORF, Ubiquitin-specific protease that cleaves ubiquitin-protein fusions",9.0465,5.8566,8.33,3.177359736,2.550063363,3.058316496,1114,0.435496482,2.928579865,3.448314744
YMR100W,YMR100W,">YMR100W MUB1 SGDID:S000004706, Chr XIII from 466300-468162, Genome Release 64-1-1, Verified ORF, MYND domain-containing protein required for ubiquitination and turnover of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived prote",10.25,5.7857,7.4225,3.357552005,2.532491519,2.891905188,1115,0.435887412,2.927316237,3.447051116
YLR153C,YLR153C,">YLR153C ACS2 SGDID:S000004143, Chr XII from 447575-445524, Genome Release 64-1-1, reverse complement, Verified ORF, Acetyl-coA synthetase isoform which, along with Acs1p, is the nuclear source of acetyl-coA for histone acetylation; mutants affect global ",7.4302,7.5911,7.7912,2.893401045,2.924308957,2.961845549,1116,0.436278342,2.926518517,3.446253396
YPR141C,YPR141C,">YPR141C KAR3 SGDID:S000006345, Chr XVI from 817923-815734, Genome Release 64-1-1, reverse complement, Verified ORF, Minus-end-directed microtubule motor that functions in mitosis and meiosis, localizes to the spindle pole body and localization is depende",2.7951,11.579,13.525,1.482899899,3.533438758,3.757556689,1117,0.436669273,2.924631782,3.444366661
YOR141C,YOR141C,">YOR141C ARP8 SGDID:S000005667, Chr XV from 592587-589942, Genome Release 64-1-1, reverse complement, Verified ORF, Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes; has mRNA binding activi",6.9359,9.8756,6.3673,2.794083098,3.303868403,2.670681739,1118,0.437060203,2.922877747,3.442612626
YMR185W,YMR185W,">YMR185W YMR185W SGDID:S000004797, Chr XIII from 629025-631970, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; conflicting evidence on whether null mutant is viable with elongated buds, or inviable",2.0872,15.86,13.083,1.061568849,3.987320866,3.709621491,1119,0.437451134,2.919503735,3.439238615
YPL203W,YPL203W,">YPL203W TPK2 SGDID:S000006124, Chr XVI from 166256-167398, Genome Release 64-1-1, Verified ORF, cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant w",9.3216,7.466,6.1775,3.220577607,2.900335509,2.627023106,1120,0.437842064,2.91597874,3.43571362
YPR004C,YPR004C,">YPR004C AIM45 SGDID:S000006208, Chr XVI from 565041-564007, Genome Release 64-1-1, reverse complement, Verified ORF, Putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-alpha; interacts with frataxin, Yfh1p; null mutant disp",5.5786,12.067,6.3721,2.47990311,3.592995144,2.671768908,1121,0.438232995,2.914889054,3.434623933
YDR303C,YDR303C,">YDR303C RSC3 SGDID:S000002711, Chr IV from 1071386-1068729, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal p",6.9229,8.4313,7.3463,2.791376509,3.075755094,2.877017812,1122,0.438623925,2.914716472,3.434451351
YGR099W,YGR099W,">YGR099W TEL2 SGDID:S000003331, Chr VII from 687899-689965, Genome Release 64-1-1, Verified ORF, Essential DNA-binding protein specific to single-stranded yeast telomeric DNA repeats, required for telomere length regulation and telomere position effect",5.7078,7.8812,9.4883,2.512934784,2.978415313,3.246149626,1123,0.439014855,2.912499907,3.432234787
YML105C,YML105C,">YML105C SEC65 SGDID:S000004573, Chr XIII from 58687-57866, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the signal recognition particle (SRP), involved in protein targeting to the ER; interacts with Srp54p; homolog of mammalian SRP",7.0039,7.2559,8.3833,2.808158485,2.859154573,3.067518258,1124,0.439405786,2.911610439,3.431345318
YJL155C,YJL155C,">YJL155C FBP26 SGDID:S000003691, Chr X from 130643-129285, Genome Release 64-1-1, reverse complement, Verified ORF, Fructose-2,6-bisphosphatase, required for glucose metabolism",33.644,4.6345,2.7165,5.072277335,2.2124137,1.441749047,1125,0.439796716,2.908813361,3.42854824
YOL062C,YOL062C,">YOL062C APM4 SGDID:S000005423, Chr XV from 211995-210520, Genome Release 64-1-1, reverse complement, Verified ORF, Mu2-like subunit of the clathrin associated protein complex (AP-2); involved in vesicle transport",7.1078,7.5838,7.7851,2.829403087,2.922920918,2.960715571,1126,0.440187647,2.904346525,3.424081405
YPL169C,YPL169C,">YPL169C MEX67 SGDID:S000006090, Chr XVI from 230838-229039, Genome Release 64-1-1, reverse complement, Verified ORF, Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP",6.4619,9.5056,6.8199,2.691958425,3.248777694,2.769750585,1127,0.440578577,2.903495568,3.423230447
YMR033W,YMR033W,">YMR033W ARP9 SGDID:S000004636, Chr XIII from 337788-337817,337904-339277, Genome Release 64-1-1, Verified ORF, Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation",5.6911,8.4359,8.7189,2.50870753,3.076541993,3.124146132,1128,0.440969507,2.903131885,3.422866764
YJL074C,YJL074C,">YJL074C SMC3 SGDID:S000003610, Chr X from 302849-299157, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion",6.4454,8.5004,7.5876,2.688269895,3.087530731,2.923643625,1129,0.441360438,2.89981475,3.41954963
YDR006C,YDR006C,">YDR006C SOK1 SGDID:S000002413, Chr IV from 461247-458542, Genome Release 64-1-1, reverse complement, Verified ORF, Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling",8.3027,7.8226,6.3945,3.053580571,2.967648196,2.676831556,1130,0.441751368,2.899353441,3.41908832
YFR052W,YFR052W,">YFR052W RPN12 SGDID:S000001948, Chr VI from 252505-253329, Genome Release 64-1-1, Verified ORF, Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle;",6.7867,7.0647,8.6389,2.762710241,2.820628298,3.110847624,1131,0.442142299,2.898062055,3.417796934
YIR021W,YIR021W,">YIR021W MRS1 SGDID:S000001460, Chr IX from 397294-398385, Genome Release 64-1-1, Verified ORF, Protein required for the splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex, containing four subunits of ",5.2548,9.9332,7.917,2.393635856,3.31225856,2.984953851,1132,0.442533229,2.896949422,3.416684302
YER132C,YER132C,">YER132C PMD1 SGDID:S000000934, Chr V from 430449-425188, Genome Release 64-1-1, reverse complement, Verified ORF, Protein with an N-terminal kelch-like domain, putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth",5.1235,10.37,7.7365,2.357129691,3.374343989,2.951681037,1133,0.442924159,2.894384906,3.414119785
YKL080W,YKL080W,">YKL080W VMA5 SGDID:S000001563, Chr XI from 285030-286208, Genome Release 64-1-1, Verified ORF, Subunit C of the eight-subunit V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane sy",7.2088,8.3923,6.7889,2.849759124,3.069066251,2.763177835,1134,0.44331509,2.89400107,3.413735949
YOR350C,YOR350C,">YOR350C MNE1 SGDID:S000005877, Chr XV from 994855-992864, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial matrix protein involved in splicing Group I aI5-beta intron from COX1 mRNA",5.1902,10.01,7.8926,2.375790133,3.323370069,2.980500635,1135,0.44370602,2.893220279,3.412955158
YML029W,YML029W,">YML029W USA1 SGDID:S000004491, Chr XIII from 217362-219878, Genome Release 64-1-1, Verified ORF, Scaffold subunit of the Hrd1p ubiquitin ligase that also promotes ligase oligomerization; involved in ER-associated protein degradation (ERAD); interacts wit",9.535,4.3633,9.8138,3.253232939,2.12541967,3.29481187,1136,0.444096951,2.891154826,3.410889706
YBR055C,YBR055C,">YBR055C PRP6 SGDID:S000000259, Chr II from 347301-344602, Genome Release 64-1-1, reverse complement, Verified ORF, Splicing factor, component of the U4/U6-U5 snRNP complex",5.4601,10.62,7.005,2.448927374,3.408711861,2.808385051,1137,0.444487881,2.888674762,3.408409641
YGR166W,YGR166W,">YGR166W TRS65 SGDID:S000003398, Chr VII from 830515-832197, Genome Release 64-1-1, Verified ORF, Subunit of TRAPPII, a multimeric guanine nucleotide-exchange factor for Ypt1p; involved in intra-Golgi traffic and the retrograde pathway from the endosome t",6.7212,7.8808,7.6175,2.748718834,2.978342089,2.929317595,1138,0.444878812,2.885459506,3.405194385
YGR179C,YGR179C,">YGR179C OKP1 SGDID:S000003411, Chr VII from 854895-853675, Genome Release 64-1-1, reverse complement, Verified ORF, Outer kinetochore protein, required for accurate mitotic chromosome segregation; component of the kinetochore sub-complex COMA (Ctf19p, Ok",13.953,5.4826,5.2736,3.802503441,2.454860221,2.398788148,1139,0.445269742,2.885383936,3.405118816
YJR058C,YJR058C,">YJR058C APS2 SGDID:S000003819, Chr X from 545175-544732, Genome Release 64-1-1, reverse complement, Verified ORF, Small subunit of the clathrin-associated adaptor complex AP-2, which is involved in protein sorting at the plasma membrane; related to the s",6.9067,8.3393,6.983,2.78799656,3.059926289,2.803846973,1140,0.445660672,2.883923274,3.403658153
YKL077W,YKL077W,">YKL077W YKL077W SGDID:S000001560, Chr XI from 291453-292631, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole",7.6363,7.5093,6.9959,2.932873782,2.908678429,2.806509667,1141,0.446051603,2.882687293,3.402422172
YAR002C-A,YAR002C-A,">YAR002C-A ERP1 SGDID:S000002129, Chr I from 154724-154065, Genome Release 64-1-1, reverse complement, Verified ORF, Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involv",6.702,8.2738,7.1769,2.744591687,3.048550084,2.843360819,1142,0.446442533,2.878834197,3.398569076
YOR086C,YOR086C,">YOR086C TCB1 SGDID:S000005612, Chr XV from 486779-483219, Genome Release 64-1-1, reverse complement, Verified ORF, Lipid-binding protein containing three calcium and lipid binding domains; non-tagged protein localizes to mitochondria and GFP-fusion prote",7.1829,7.7767,7.1128,2.844566431,2.959158085,2.830417598,1143,0.446833464,2.878047371,3.397782251
