Protein IDs,Majority protein IDs,First Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides MSZ20_S_1,Peptides MSZ20_S_2,Peptides MSZ20_S_3,Peptides MSZ20_S_4,Razor + unique peptides MSZ20_S_1,Razor + unique peptides MSZ20_S_2,Razor + unique peptides MSZ20_S_3,Razor + unique peptides MSZ20_S_4,Unique peptides MSZ20_S_1,Unique peptides MSZ20_S_2,Unique peptides MSZ20_S_3,Unique peptides MSZ20_S_4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L MSZ20_S_1,Ratio H/L MSZ20_S_2,Ratio H/L MSZ20_S_3,Ratio H/L MSZ20_S_4,Ratio H/L normalized MSZ20_S_1,Ratio H/L normalized MSZ20_S_2,Ratio H/L normalized MSZ20_S_3,Ratio H/L normalized MSZ20_S_4,Ratio H/L variability [%] MSZ20_S_1,Ratio H/L variability [%] MSZ20_S_2,Ratio H/L variability [%] MSZ20_S_3,Ratio H/L variability [%] MSZ20_S_4,Ratio H/L count MSZ20_S_1,Ratio H/L count MSZ20_S_2,Ratio H/L count MSZ20_S_3,Ratio H/L count MSZ20_S_4,Ratio H/L iso-count MSZ20_S_1,Ratio H/L iso-count MSZ20_S_2,Ratio H/L iso-count MSZ20_S_3,Ratio H/L iso-count MSZ20_S_4,Ratio H/L type MSZ20_S_1,Ratio H/L type MSZ20_S_2,Ratio H/L type MSZ20_S_3,Ratio H/L type MSZ20_S_4,Sequence coverage MSZ20_S_1 [%],Sequence coverage MSZ20_S_2 [%],Sequence coverage MSZ20_S_3 [%],Sequence coverage MSZ20_S_4 [%],Intensity,Intensity L,Intensity H,Intensity MSZ20_S_1,Intensity L MSZ20_S_1,Intensity H MSZ20_S_1,Intensity MSZ20_S_2,Intensity L MSZ20_S_2,Intensity H MSZ20_S_2,Intensity MSZ20_S_3,Intensity L MSZ20_S_3,Intensity H MSZ20_S_3,Intensity MSZ20_S_4,Intensity L MSZ20_S_4,Intensity H MSZ20_S_4,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
YOR230W,YOR230W,YOR230W,10,10,10,"YOR230W WTM1 SGDID:S000005756, Chr XV from 770800-772113, Genome Release 64-2-1, Verified ORF, Transcriptional modulator; involved in regulation of meiosis, silencing, and expression of RNR genes; required for nuclear localization of the ribonucleotide re",1,10,10,10,6,7,6,6,6,7,6,6,6,7,6,6,34.8,34.8,34.8,48.382,437,437,0,55.613,0.078965,0.8252,163.13,26,22,Leave out requantified,0.10747,0.13557,0.10503,0.13899,0.85592,0.63226,0.88415,1.4367,177.41,164.67,120.7,143.99,6,7,6,7,5,7,4,6,Median,Median,Median,Median,19.2,25.6,18.8,24.7,13804000,12289000,1515200,2948600,2634900,313690,3750300,3375900,374440,3677700,3318400,359310,3427700,2960000,467750,,,,1269,8;2726;6014;7073;7198;7254;7907;8014;8163;9155,True;True;True;True;True;True;True;True;True;True,8;2735;6046;7112;7239;7296;7954;8063;8213;9212,27;28;29;30;7273;7274;15805;15806;18512;18513;18820;18821;18822;18823;19000;19001;19002;20767;20768;21065;21066;21500;24191;24192;24193;24194,57;58;59;60;61;62;63;64;65;66;67;13829;13830;13831;29668;29669;29670;29671;29672;34536;34537;34538;34539;35119;35120;35121;35122;35123;35124;35125;35126;35127;35128;35129;35130;35441;35442;35443;35444;39121;39122;39772;39773;39774;39775;40698;46081;46082;46083;46084;46085;46086;46087,64;13831;29670;34536;35120;35441;39122;39775;40698;46081,,,-1
YOR232W,YOR232W,YOR232W,4,4,4,"YOR232W MGE1 SGDID:S000005758, Chr XV from 774573-775259, Genome Release 64-2-1, Verified ORF, Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-",1,4,4,4,2,1,2,0,2,1,2,0,2,1,2,0,20.2,20.2,20.2,26.066,228,228,0,7.5666,0.1411,3.0806,63.737,4,4,Linear,0.11689,NaN,NaN,NaN,1.3278,NaN,NaN,NaN,102.35,NaN,NaN,NaN,2,1,1,0,2,1,1,0,Median,Median,Median,Median,10.5,7.5,12.7,0,1297800,1206300,91456,555980,522910,33068,248350,219780,28574,493460,463640,29814,0,0,0,,,,1270,1058;1751;1949;6780,True;True;True;True,1060;1756;1957;6816,2885;4723;4724;5267;17762,5721;9090;9091;9092;9093;10108;33171,5721;9092;10108;33171,,,-1
YOR234C,YOR234C,YOR234C,2,1,1,"YOR234C RPL33B SGDID:S000005760, Chr XV from 778859-778555,779405-779387, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L33B; rpl33b null mutant exhibits normal growth while rpl33a rpl33b double null mutant is invi",1,2,1,1,2,1,1,1,1,1,0,0,1,1,0,0,21.5,15,15,12.168,107,107,0,34.462,0.069586,0.24079,22.178,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,0,1,1,0,0,Median,Median,Median,Median,21.5,15,6.5,6.5,6592700,6217500,375190,4171700,3933200,238460,2421000,2284300,136730,0,0,0,0,0,0,,,,1271,3583;7574,True;False,3594;7619,9522;9523;19870;19871;19872,18182;18183;18184;18185;18186;18187;18188;18189;18190;37232;37233;37234;37235;37236;37237,18183;37236,,,-1
YOR239W,YOR239W,YOR239W,11,11,11,"YOR239W ABP140 SGDID:S000005765, Chr XV from 784857-785687,785689-786744, Genome Release 64-2-1, Verified ORF, AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue",1,11,11,11,6,5,7,8,6,5,7,8,6,5,7,8,24.8,24.8,24.8,71.485,628,628,0,323.31,0.10411,0.7489,123.18,20,20,Median,0.09697,0.11248,0.093945,0.10341,1.0982,0.49312,1.0318,0.5677,101.53,113.45,189.58,113.9,5,5,4,6,5,5,4,6,Median,Median,Median,Median,17.4,15.6,17.7,19.7,11707000,10759000,947130,2842600,2640900,201700,3288400,3029100,259330,2967600,2646000,321590,2608000,2443500,164500,,,,1272,1370;1530;1570;1839;2092;2825;3696;5362;5745;8742;9293,True;True;True;True;True;True;True;True;True;True;True,1372;1533;1573;1845;2100;2834;3707;5385;5774;8798;9350,3669;3670;3671;4103;4104;4105;4106;4220;4221;4222;4223;4972;4973;4974;4975;5627;5628;5629;5630;7516;7517;9836;14165;15131;23073;24536,7072;7073;7074;7963;7964;7965;7966;8179;8180;8181;8182;9532;9533;9534;9535;9536;9537;9538;10832;10833;10834;10835;10836;10837;10838;10839;10840;10841;14281;14282;14283;18857;26821;28502;43907;46753,7073;7965;8180;9533;10836;14281;18857;26821;28502;43907;46753,,,-1
YOR243C,YOR243C,YOR243C,12,12,12,"YOR243C PUS7 SGDID:S000005769, Chr XV from 792241-790211, Genome Release 64-2-1, reverse complement, Verified ORF, Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic t",1,12,12,12,5,7,6,8,5,7,6,8,5,7,6,8,25.1,25.1,25.1,77.001,676,676,0,22.575,0.13232,0.52311,113.62,22,21,Median,0.14274,0.13259,0.094391,0.11292,0.3515,0.57752,0.97111,0.58934,122.63,111.71,107.21,123.28,3,7,4,8,3,7,4,7,Median,Median,Linear,Median,10.2,11.4,12.6,17.3,3257400,2895600,361800,697990,635750,62236,698520,611250,87270,703380,662870,40508,1157500,985750,171790,,,,1273,14;79;687;772;887;1283;1856;3723;5677;7154;9236;9247,True;True;True;True;True;True;True;True;True;True;True;True,14;79;689;774;889;1285;1862;3734;5706;7195;9293;9304,50;51;52;240;241;242;1925;2145;2146;2147;2148;2432;2433;2434;3453;5016;5017;5018;9899;14950;14951;14952;18731;24394;24414;24415,104;105;106;504;505;506;4002;4451;4452;4453;4454;4926;4927;4928;4929;6710;9602;9603;9604;18973;28152;28153;28154;34988;46456;46491;46492,105;504;4002;4451;4928;6710;9604;18973;28154;34988;46456;46492,,,-1
YOR254C,YOR254C,YOR254C,14,14,14,"YOR254C SEC63 SGDID:S000005780, Chr XV from 807023-805032, Genome Release 64-2-1, reverse complement, Verified ORF, Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translatio",1,14,14,14,8,7,14,11,8,7,14,11,8,7,14,11,27.9,27.9,27.9,75.344,663,663,0,39.485,0.090296,0.75414,82.478,26,26,Median,0.090584,0.082432,0.088503,0.092125,0.75572,0.75414,0.91355,0.63741,37.544,44.929,108.29,101.57,6,4,9,7,6,4,9,7,Median,Median,Median,Median,17.6,14,27.9,20.8,7703100,7200300,502830,1875700,1784500,91182,1447900,1392700,55240,2373400,2219800,153560,2006100,1803200,202840,,,,1274,62;715;1615;2336;3662;3918;4563;4597;4863;5827;5852;6324;6507;7363,True;True;True;True;True;True;True;True;True;True;True;True;True;True,62;717;1618;2345;3673;3931;4577;4611;4883;5856;5882;6358;6543;7406,196;197;1992;1993;1994;1995;4344;4345;6315;6316;6317;9740;10422;10423;10424;10425;12053;12054;12144;12145;12146;12830;12831;12832;15327;15328;15329;15387;15388;15389;15390;16632;16633;16634;16635;17094;17095;17096;19286;19287,433;434;4148;4149;4150;4151;8392;8393;12223;12224;12225;12226;12227;12228;18593;20050;20051;20052;20053;22946;22947;22948;23097;23098;23099;24352;24353;24354;24355;28835;28836;28837;28838;28839;28942;28943;28944;28945;28946;28947;28948;31174;31175;31176;31177;31178;32043;32044;32045;36059;36060,433;4149;8393;12226;18593;20051;22948;23098;24353;28835;28948;31178;32044;36060,,,-1
YOR256C,YOR256C,YOR256C,2,2,2,"YOR256C TRE2 SGDID:S000005782, Chr XV from 810683-808254, Genome Release 64-2-1, reverse complement, Verified ORF, Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitylation and vacuolar degradation of the metal transporter Smf1p; ",1,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,3.1,3.1,3.1,91.994,809,809,0.0075586,2.1812,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,0,0,0,1,0,Median,Median,Median,Median,0,0,3.1,0,2961900,2922100,39858,0,0,0,0,0,0,2961900,2922100,39858,0,0,0,,,,1275,3181;9044,True;True,3191;9101,8454;23882,16013;45512,16013;45512,,,-1
YOR259C,YOR259C,YOR259C,7,6,6,"YOR259C RPT4 SGDID:S000005785, Chr XV from 813708-812395, Genome Release 64-2-1, reverse complement, Verified ORF, ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiqu",1,7,6,6,3,3,4,4,2,2,3,3,2,2,3,3,14.6,11.9,11.9,49.408,437,437,0,9.2612,0.10457,0.50156,162.5,10,10,Median,0.071213,0.11985,0.079886,0.4838,0.21897,1.0737,0.84636,4.7919,197.67,44.766,176.92,226.97,2,2,3,3,2,2,3,3,Median,Median,Plateau,Plateau,8.7,6.9,11.9,9.8,1480000,1356700,123320,291450,278370,13078,299550,278300,21242,475390,446380,29016,413610,353630,59980,,,,1276,389;2166;2167;3215;4301;5528;5927,True;True;True;False;True;True;True,390;2174;2175;3225;4315;5557;5959,1086;5823;5824;5825;8582;8583;8584;8585;11390;14587;14588;14589;14590;15592,2236;11242;11243;11244;16309;16310;16311;16312;16313;16314;16315;21786;27538;27539;27540;27541;27542;29262,2236;11242;11243;16313;21786;27542;29262,,,-1
YOR260W,YOR260W,YOR260W,2,2,2,"YOR260W GCD1 SGDID:S000005786, Chr XV from 813984-815720, Genome Release 64-2-1, Verified ORF, Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF",1,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,3.8,3.8,3.8,65.699,578,578,0.00089127,3.5698,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,0,0,0,1,0,Median,Median,Median,Median,0,0,2.1,1.7,393020,382840,10182,0,0,0,0,0,0,97776,87594,10182,295250,295250,0,,,,1277,453;5990,True;True,454;6022,1237;15749,2519;29570,2519;29570,,,-1
YOR261C,YOR261C,YOR261C,7,7,7,"YOR261C RPN8 SGDID:S000005787, Chr XV from 816931-815915, Genome Release 64-2-1, reverse complement, Verified ORF, Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevis",1,7,7,7,4,4,3,6,4,4,3,6,4,4,3,6,28.7,28.7,28.7,38.312,338,338,0,12.91,0.079471,0.73786,198.77,13,13,Median,0.079471,0.2167,0.10731,0.070601,1.2228,0.86274,0.42358,0.42435,236.48,263.87,145.92,204.31,3,3,2,5,3,3,2,5,Median,Median,Median,Median,17.5,13.9,11.5,24.6,3363300,2682400,680890,999450,828300,171160,866260,623170,243090,366310,332670,33644,1131200,898230,233000,,,,1278,1176;1871;4775;5054;6941;8648;9252,True;True;True;True;True;True;True,1178;1877;4794;5075;6977;8703;9309,3201;3202;3203;5058;5059;5060;5061;12633;13366;13367;18166;18167;18168;22784;22785;24425;24426,6281;6282;6283;9686;9687;9688;9689;9690;9691;24011;25348;25349;33862;33863;33864;43293;43294;46508;46509,6283;9688;24011;25348;33862;43293;46509,,,-1
YOR265W,YOR265W,YOR265W,7,7,7,"YOR265W RBL2 SGDID:S000005791, Chr XV from 820454-820774, Genome Release 64-2-1, Verified ORF, Protein involved in microtubule morphogenesis; required for protection from excess free beta-tubulin; proposed to be involved the folding of beta-tubulin; simil",1,7,7,7,5,4,3,5,5,4,3,5,5,4,3,5,65.1,65.1,65.1,12.379,106,106,0,70.78,0.084,1.2248,105.82,14,14,Plateau,0.084431,0.076949,0.052054,0.10607,0.60213,0.70396,0.097197,0.71879,86.833,89.001,91.006,93.785,4,4,2,4,4,4,2,4,Median,Median,Median,Median,45.3,34,29.2,46.2,4142200,3881300,260950,1401200,1338900,62270,1327000,1213200,113800,235450,222000,13444,1178600,1107100,71440,,,,1279,492;1494;1534;4860;6295;6678;8078,True;True;True;True;True;True;True,493;1497;1537;4880;6329;6714;8128,1343;4015;4016;4017;4119;4120;12820;12821;12822;12823;16559;16560;16561;17499;17500;21258;21259,2767;7782;7783;7784;7999;8000;8001;8002;8003;24320;24321;24322;24323;31068;31069;31070;31071;32685;32686;32687;40180;40181;40182;40183,2767;7782;8003;24321;31068;32685;40182,,,-1
YOR267C,YOR267C,YOR267C,5,5,5,"YOR267C HRK1 SGDID:S000005793, Chr XV from 824867-822588, Genome Release 64-2-1, reverse complement, Verified ORF, Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion hom",1,5,5,5,0,3,2,2,0,3,2,2,0,3,2,2,7,7,7,85.695,759,759,0,6.9267,0.55082,0.70517,61.28,7,4,Leave out requantified,NaN,0.27531,0.62182,0.69693,NaN,0.81346,2.4123,1.0918,NaN,98.885,170.08,61.828,0,3,2,2,0,2,2,0,Median,Median,Median,Median,0,5,3.4,4.1,1219100,826110,393020,0,0,0,331160,225930,105220,298140,144510,153630,589840,455670,134160,,,,1280,1555;4710;7316;8038;8039,True;True;True;True;True,1558;4728;7358;8088;8089,4171;4172;12455;19155;21131;21132;21133,8089;8090;23620;35780;39927;39928;39929;39930,8089;23620;35780;39927;39930,,,-1
YOR270C,YOR270C,YOR270C,18,18,18,"YOR270C VPH1 SGDID:S000005796, Chr XV from 830574-828052, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit a of vacuolar-ATPase V0 domain; one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while S",1,18,18,18,11,13,12,13,11,13,12,13,11,13,12,13,26.8,26.8,26.8,95.528,840,840,0,211.21,0.095843,0.96414,82.986,42,30,Leave out requantified,0.071423,0.054318,0.098946,0.23605,1.3952,0.81587,1.6351,2.1252,93.908,85.981,94.366,119.67,9,13,9,11,5,9,8,8,Leave out requantified,Leave out requantified,Plateau,Leave out requantified,17.9,18.5,18.2,18.7,17460000,16059000,1401000,4567300,4215700,351620,4398100,3933500,464640,3404700,3193400,211310,5090300,4716900,373390,,,,1281,125;1202;1808;2475;2821;3444;3804;4623;4636;4703;4757;5610;5862;7605;7977;8006;8123;9059,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,125;1204;1814;2484;2830;3455;3815;4638;4651;4721;4776;5639;5892;7650;8026;8055;8173;9116,371;3251;3252;3253;4895;4896;4897;4898;6666;6667;6668;6669;7502;7503;7504;9168;10101;10102;12230;12267;12268;12442;12584;12585;12586;12587;14779;14780;14781;14782;15416;15417;19965;19966;19967;20937;20938;20939;20940;21043;21044;21045;21379;21380;21381;21382;23929;23930;23931,800;801;6356;6357;6358;6359;9420;9421;9422;9423;9424;9425;9426;9427;9428;12814;12815;12816;12817;12818;12819;12820;14258;14259;14260;14261;17535;17536;19357;19358;19359;19360;23247;23298;23299;23598;23907;23908;23909;23910;23911;23912;27845;27846;27847;27848;29004;29005;37465;37466;37467;39427;39428;39429;39430;39431;39705;39706;39707;39708;39709;39710;39711;40414;40415;40416;40417;40418;40419;40420;40421;40422;40423;45614;45615;45616;45617;45618,801;6358;9421;12816;14260;17535;19358;23247;23299;23598;23909;27846;29004;37467;39429;39710;40418;45618,,,-1
YOR271C,YOR271C,YOR271C,6,6,6,"YOR271C FSF1 SGDID:S000005797, Chr XV from 832042-831059, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, Putative protein; predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagge",1,6,6,6,5,3,2,3,5,3,2,3,5,3,2,3,18.3,18.3,18.3,35.414,327,327,0,19.249,0.054317,0.58078,24.529,14,10,Leave out requantified,0.064633,0.065094,0.080029,0.069679,0.71641,0.87394,0.38528,0.69078,109.85,50.554,70.015,36.878,5,4,2,3,5,2,1,2,Median,Median,Median,Median,15.9,10.4,9.2,11.9,2660300,2440700,219510,1112200,1023000,89226,642250,587130,55125,309700,284390,25306,596070,546220,49850,,,,1282,17;2129;4280;6419;8361;8908,True;True;True;True;True;True,17;2137;4294;6455;8414;8965,56;57;58;5727;11347;16876;22024;22025;22026;22027;22028;23515;23516;23517,111;112;113;11021;21731;31620;41746;41747;41748;41749;41750;41751;41752;41753;44766;44767;44768;44769,111;11021;21731;31620;41749;44768,,,-1
YOR283W,YOR283W,YOR283W,3,3,3,"YOR283W YOR283W SGDID:S000005809, Chr XV from 847453-848145, Genome Release 64-2-1, Verified ORF, Phosphatase with a broad substrate specificity; has some similarity to GPM1/YKL152C, a phosphoglycerate mutase; YOR283W is not an essential gene",1,3,3,3,1,2,1,3,1,2,1,3,1,2,1,3,20.4,20.4,20.4,26.176,230,230,0,7.6348,0.27261,1.4745,51.816,7,6,Median,NaN,0.23879,NaN,0.40672,NaN,1.3797,NaN,4.6412,NaN,36.204,NaN,76.788,1,2,1,3,1,1,1,3,Median,Median,Median,Plateau,6.5,12.6,6.1,20.4,1492900,1197000,295920,208070,173440,34638,409040,344040,65003,276930,228270,48658,598840,451210,147630,,,,1285,1292;8306;9125,True;True;True,1294;8358;9182,3470;3471;3472;21890;24117;24118;24119,6730;6731;6732;41512;45968;45969;45970;45971,6730;41512;45969,,,-1
YOR285W,YOR285W,YOR285W,6,6,6,"YOR285W RDL1 SGDID:S000005811, Chr XV from 849635-850054, Genome Release 64-2-1, Verified ORF, Thiosulfate sulfurtransferase; contains a rhodanese-like domain; localized to the mitochondrial outer membrane; protein abundance increases in response to DNA r",1,6,6,6,3,3,3,1,3,3,3,1,3,3,3,1,60.4,60.4,60.4,15.413,139,139,0,13.449,0.16272,0.85532,106.83,9,8,Median,0.18754,0.12099,0.14983,NaN,1.8401,0.69626,1.5514,NaN,10.219,29.097,170.92,NaN,3,2,3,1,3,2,2,1,Median,Median,Plateau,Median,30.9,31.7,31.7,13.7,1814200,1618400,195830,780490,675930,104560,264890,239430,25460,597990,542130,55858,170830,160870,9954,,,,1286,671;1978;3299;6081;6383;6920,True;True;True;True;True;True,673;1986;3310;6113;6417;6956,1887;1888;5333;5334;5335;8801;15981;15982;16779;18114,3931;3932;10230;10231;10232;16777;30008;30009;31446;33771,3932;10231;16777;30009;31446;33771,,,-1
YOR286W,YOR286W,YOR286W,2,2,2,"YOR286W RDL2 SGDID:S000005812, Chr XV from 850280-850729, Genome Release 64-2-1, Verified ORF, Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null muta",1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,27.5,27.5,27.5,16.697,149,149,0,23.555,0.14129,1.4643,44.362,3,3,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,1,1,1,0,1,Median,Median,Median,Median,27.5,27.5,14.1,27.5,3656300,3465300,191010,1453600,1347800,105760,882280,837990,44286,364480,364480,0,955920,914950,40964,,,,1287,5518;7405,True;True,5546;7448,14550;14551;14552;14553;19405;19406;19407,27491;27492;27493;27494;36289;36290;36291;36292,27494;36292,,,-1
YOR294W,YOR294W,YOR294W,2,2,2,"YOR294W RRS1 SGDID:S000005820, Chr XV from 868340-868951, Genome Release 64-2-1, Verified ORF, Essential protein that binds ribosomal protein L11; required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; localizes to the nu",1,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,12.3,12.3,12.3,22.963,203,203,0,4.5273,0.47322,5.0295,139.18,4,4,Median,0.47322,NaN,NaN,0.45616,4.3467,NaN,NaN,5.0295,185.57,NaN,NaN,153.18,2,0,0,2,2,0,0,2,Median,Median,Median,Median,12.3,0,0,12.3,1132500,610430,522040,547590,264640,282940,0,0,0,0,0,0,584890,345790,239100,,,,1288,4408;5465,True;True,4422;5493,11657;11658;14423;14424,22266;22267;27269;27270;27271,22267;27271,,,-1
YOR298C-A,YOR298C-A,YOR298C-A,5,5,5,"YOR298C-A MBF1 SGDID:S000007253, Chr XV from 877685-877230, Genome Release 64-2-1, reverse complement, Verified ORF, Transcriptional coactivator; bridges the DNA-binding region of Gcn4p and TATA-binding protein Spt15p; suppressor of frameshift mutations; ",1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,31.1,31.1,31.1,16.403,151,151,0,76.002,0.090602,0.53049,130.46,18,14,Median,0.087449,0.091834,0.037354,0.09752,0.67332,0.44473,0.062979,0.83722,126.48,138.97,131.66,143.93,4,4,5,5,3,3,4,4,Median,Median,Median,Median,30.5,30.5,31.1,30.5,14911000,14028000,883110,2938700,2748800,189890,3708100,3480300,227820,4182400,3953300,229170,4081400,3845200,236230,,,,1289,294;3048;3861;6352;6353,True;True;True;True;True,295;3058;3874;6386;6387,822;823;824;825;8113;8114;8115;8116;10268;10269;10270;10271;10272;10273;16710;16711;16712;16713,1721;1722;1723;1724;1725;1726;1727;1728;15382;15383;15384;15385;15386;15387;15388;15389;15390;15391;19732;19733;19734;19735;19736;19737;19738;19739;19740;19741;19742;19743;31325;31326;31327;31328;31329;31330;31331,1724;15385;19732;31328;31331,,,-1
YOR303W,YOR303W,YOR303W,4,4,4,"YOR303W CPA1 SGDID:S000005829, Chr XV from 882899-884134, Genome Release 64-2-1, Verified ORF, Small subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor; translat",1,4,4,4,2,1,2,2,2,1,2,2,2,1,2,2,11.4,11.4,11.4,45.361,411,411,0,5.938,0.25584,0.59069,46.501,6,5,Median,0.18921,NaN,NaN,0.31585,0.80085,NaN,NaN,0.59069,97.005,NaN,NaN,1.8987,2,1,1,2,2,1,0,2,Median,Median,Median,Median,6.8,2.9,6.8,4.6,740810,652750,88060,294050,271450,22598,78446,60900,17546,217620,203490,14130,150700,116910,33786,,,,1290,1897;2756;2899;4041,True;True;True;True,1904;2765;2909;4054,5129;7342;7718;7719;7720;10739;10740,9823;13946;14650;14651;14652;20614;20615,9823;13946;14650;20614,,,-1
YOR310C,YOR310C,YOR310C,10,9,9,"YOR310C NOP58 SGDID:S000005837, Chr XV from 898360-896825, Genome Release 64-2-1, reverse complement, Verified ORF, Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; componen",1,10,9,9,6,8,9,6,5,7,8,6,5,7,8,6,27.6,25.2,25.2,56.956,511,511,0,31.068,0.15192,1.2029,112.47,20,18,Median,0.2342,0.16265,0.14335,0.10683,2.4637,1.3296,1.0739,0.87897,50.423,121.76,119.64,109.86,3,5,7,5,3,5,6,4,Median,Median,Median,Median,16,21.5,24.1,16.6,5948600,5304800,643760,1538500,1326400,212100,1508400,1351500,156950,1471700,1307700,163960,1430000,1319200,110740,,,,1291,541;2015;2227;2259;2570;4705;7144;7246;7296;8895,True;True;False;True;True;True;True;True;True;True,543;2023;2235;2267;2579;4723;7185;7288;7338;8952,1475;1476;1477;5439;5440;5441;5984;5985;5986;6088;6089;6090;6091;6889;12446;18698;18699;18700;18983;18984;18985;18986;19102;19103;19104;19105;23475;23476;23477,3064;3065;3066;3067;3068;10481;10482;10483;10484;10485;10486;11535;11536;11537;11753;11754;11755;11756;13128;23607;34917;34918;34919;35416;35417;35418;35419;35420;35421;35422;35423;35424;35682;35683;35684;35685;35686;44686;44687;44688,3067;10485;11537;11754;13128;23607;34918;35417;35686;44686,,,-1
YOR317W,YOR317W,YOR317W,14,14,14,"YOR317W FAA1 SGDID:S000005844, Chr XV from 909343-911445, Genome Release 64-2-1, Verified ORF, Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import;",1,14,14,14,11,11,9,9,11,11,9,9,11,11,9,9,22.9,22.9,22.9,77.865,700,700,0,53.218,0.091649,0.87109,123.03,32,30,Median,0.091649,0.086413,0.077951,0.096931,0.8879,0.85089,0.85345,1.6594,136.45,154.56,133.68,46.813,8,10,7,7,8,8,7,7,Median,Median,Median,Linear,17.4,18.7,14.6,13.9,11478000,8736700,2740900,3511600,2187200,1324500,3550100,2478200,1071900,2006500,1821700,184740,2409400,2249600,159770,,,,1292,272;702;2939;4155;4638;4693;5272;5663;5993;7594;7611;7809;8115;9086,True;True;True;True;True;True;True;True;True;True;True;True;True;True,273;704;2949;4169;4653;4709;5293;5692;6025;7639;7656;7855;8165;9143,763;764;1966;7827;7828;7829;11031;11032;11033;11034;12272;12273;12274;12275;12416;12417;12418;13916;13917;13918;13919;14915;14916;15757;15758;15759;15760;19930;19931;19932;19977;19978;19979;20511;20512;21363;24014;24015;24016;24017;24018,1582;1583;4107;14858;14859;14860;14861;14862;21159;21160;21161;21162;21163;23303;23304;23305;23306;23307;23546;23547;23548;26289;26290;26291;26292;26293;26294;26295;26296;28099;28100;28101;29587;29588;29589;29590;29591;37354;37355;37356;37357;37483;37484;37485;37486;37487;37488;38583;38584;40387;45805;45806;45807;45808;45809;45810,1582;4107;14859;21161;23306;23546;26291;28100;29588;37355;37485;38584;40387;45808,,,-1
