Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Sol,Ratio H/L MSZ08-2_Sol,Ratio H/L MSZ08-3_Sol,Log2 Ratio H/L MSZ08-1_Sol,Log2 Ratio H/L MSZ08-2_Sol,Log2 Ratio H/L MSZ08-3_Sol,rank,%rank,Average Log2 Ratio H/L Sol,Average after TCL Median correction
YML057W,YML057W,">YML057W CMP2 SGDID:S000004521, Chr XIII from 160180-161994, Genome Release 64-1-1, Verified ORF, Calcineurin A; one isoform (the other is CNA1) of the catalytic subunit of calcineurin, a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p",0.52086,0.5541,0.56057,-0.941032447,-0.851781728,-0.835033557,1716,0.631578947,-0.875949244,-0.356214365
YJL189W,YJL189W,">YJL189W RPL39 SGDID:S000003725, Chr X from 75933-75938,76325-76474, Genome Release 64-1-1, Verified ORF, Protein component of the large (60S) ribosomal subunit, has similarity to rat L39 ribosomal protein; required for ribosome biogenesis; loss of both R",0.51282,0.53901,0.58592,-0.963475567,-0.891616056,-0.771224399,1717,0.631947,-0.875438674,-0.355703794
YAL044C,YAL044C,">YAL044C GCV3 SGDID:S000000042, Chr I from 58462-57950, Genome Release 64-1-1, reverse complement, Verified ORF, H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for ",0.5525,0.4323,0.67839,-0.85595363,-1.209895259,-0.559813191,1718,0.632315053,-0.875220693,-0.355485814
YMR177W,YMR177W,">YMR177W MMT1 SGDID:S000004789, Chr XIII from 616566-618098, Genome Release 64-1-1, Verified ORF, Putative metal transporter involved in mitochondrial iron accumulation; closely related to Mmt2p",0.5435,0.4443,0.67143,-0.87964806,-1.170393954,-0.574691096,1719,0.632683106,-0.874911036,-0.355176157
YOL019W,YOL019W,">YOL019W YOL019W SGDID:S000005379, Chr XV from 288898-290553, Genome Release 64-1-1, Uncharacterized ORF, Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole",0.59639,0.61322,0.44344,-0.745672028,-0.705523344,-1.173189182,1720,0.633051159,-0.874794851,-0.355059972
YHR020W,YHR020W,">YHR020W YHR020W SGDID:S000001062, Chr VIII from 143996-146062, Genome Release 64-1-1, Verified ORF, Protein of unknown function that may interact with ribosomes, based on co-purification experiments; has similarity to proline-tRNA ligase; YHR020W is an e",0.55738,0.52883,0.5504,-0.843266859,-0.919124073,-0.861447625,1721,0.633419212,-0.874612852,-0.354877973
YBR108W,YBR108W,">YBR108W AIM3 SGDID:S000000312, Chr II from 454822-457665, Genome Release 64-1-1, Verified ORF, Protein interacting with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss",0.50645,0.61977,0.51733,-0.981508251,-0.690195172,-0.950843239,1722,0.633787265,-0.874182221,-0.354447341
YNL304W,YNL304W,">YNL304W YPT11 SGDID:S000005248, Chr XIV from 60297-61550, Genome Release 64-1-1, Verified ORF, Rab family GTPase that interacts with the C-terminal tail domain of Myo2p; mediates distribution of mitochondria and endoplasmic reticuli to daughter cells",0.61671,0.50057,0.52605,-0.697335855,-0.998356264,-0.926728164,1723,0.634155318,-0.874140094,-0.354405215
YFR016C,YFR016C,">YFR016C YFR016C SGDID:S000001912, Chr VI from 180743-177042, Genome Release 64-1-1, reverse complement, Verified ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and bud; interacts with ",0.55562,0.5365,0.54623,-0.847829564,-0.898349924,-0.872419543,1724,0.634523371,-0.872866344,-0.353131464
YMR090W,YMR090W,">YMR090W YMR090W SGDID:S000004696, Chr XIII from 449245-449928, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function with similarity to DTDP-glucose 4,6-dehydratases; GFP-fusion protein localizes to the cytoplasm; up-regulated ",0.47932,0.55581,0.61135,-1.060938956,-0.847336303,-0.70992953,1725,0.634891424,-0.87273493,-0.353000051
YDL168W,YDL168W,">YDL168W SFA1 SGDID:S000002327, Chr IV from 159604-160764, Genome Release 64-1-1, Verified ORF, Bifunctional enzyme containing both alcohol dehydrogenase and glutathione-dependent formaldehyde dehydrogenase activities, functions in formaldehyde detoxifica",0.53621,0.58145,0.52259,-0.89912997,-0.782272958,-0.936248577,1726,0.635259477,-0.872550501,-0.352815622
YDR280W,YDR280W,">YDR280W RRP45 SGDID:S000002688, Chr IV from 1020747-1021664, Genome Release 64-1-1, Verified ORF, Exosome non-catalytic core component; involved in 3-5 RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNas",0.56687,0.61215,0.46978,-0.818910174,-0.708042884,-1.0899428,1727,0.63562753,-0.872298619,-0.35256374
YOR209C,YOR209C,">YOR209C NPT1 SGDID:S000005735, Chr XV from 737726-736437, Genome Release 64-1-1, reverse complement, Verified ORF, Nicotinate phosphoribosyltransferase, acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and ha",0.53317,0.53898,0.56851,-0.907332489,-0.891696355,-0.814742369,1728,0.635995583,-0.871257071,-0.351522192
YGL055W,YGL055W,">YGL055W OLE1 SGDID:S000003023, Chr VII from 398628-400160, Genome Release 64-1-1, Verified ORF, Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria",0.57008,0.55375,0.52013,-0.810763706,-0.852693301,-0.943055843,1729,0.636363636,-0.868837617,-0.349102738
YKL214C,YKL214C,">YKL214C YRA2 SGDID:S000001697, Chr XI from 31693-31082, Genome Release 64-1-1, reverse complement, Verified ORF, Member of the REF (RNA and export factor binding proteins) family; when overexpressed, can substitute for the function of Yra1p in export of ",0.54507,0.51982,0.5798,-0.875486577,-0.943915953,-0.786372761,1730,0.636731689,-0.868591764,-0.348856884
YBR221C,YBR221C,">YBR221C PDB1 SGDID:S000000425, Chr II from 666253-665153, Genome Release 64-1-1, reverse complement, Verified ORF, E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex found in mitochondr",0.55057,0.54239,0.55067,-0.861002094,-0.882597515,-0.860740081,1731,0.637099742,-0.86811323,-0.348378351
YKL181W,YKL181W,">YKL181W PRS1 SGDID:S000001664, Chr XI from 107316-108599, Genome Release 64-1-1, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five re",0.57915,0.48714,0.58335,-0.78799104,-1.037591644,-0.777566359,1732,0.637467795,-0.867716348,-0.347981469
YGR152C,YGR152C,">YGR152C RSR1 SGDID:S000003384, Chr VII from 795492-794674, Genome Release 64-1-1, reverse complement, Verified ORF, GTP-binding protein of the ras superfamily required for bud site selection, morphological changes in response to mating pheromone, and eff",0.61836,0.5984,0.44636,-0.693481097,-0.74081792,-1.163720347,1733,0.637835848,-0.866006454,-0.346271575
YJL191W,YJL191W,">YJL191W RPS14B SGDID:S000003727, Chr X from 73787-73796,74205-74611, Genome Release 64-1-1, Verified ORF, Ribosomal protein 59 of the small subunit, required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; n",0.53304,0.5474,0.56678,-0.907684296,-0.86933266,-0.819139244,1734,0.638203901,-0.8653854,-0.345650521
YJL002C,YJL002C,">YJL002C OST1 SGDID:S000003539, Chr X from 434651-433221, Genome Release 64-1-1, reverse complement, Verified ORF, Alpha subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized",0.54831,0.48818,0.61786,-0.866936309,-1.034514904,-0.694648118,1735,0.638571954,-0.865366444,-0.345631564
YDL091C,YDL091C,">YDL091C UBX3 SGDID:S000002249, Chr IV from 294759-293392, Genome Release 64-1-1, reverse complement, Verified ORF, UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p, green fluorescent protein (GFP)-fusion protein localizes",0.59443,0.4899,0.56794,-0.750421166,-1.029440803,-0.816189571,1736,0.638940007,-0.865350513,-0.345615634
YJR142W,YJR142W,">YJR142W YJR142W SGDID:S000003903, Chr X from 697141-698169, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; GST fusion protein is a Dbf2-Mob1 phosphoylation target in a proteome chip analysis; synthetic lethal with PH085",0.54617,0.46742,0.64862,-0.872578023,-1.097208629,-0.624554585,1737,0.63930806,-0.864780413,-0.345045533
YOR184W,YOR184W,">YOR184W SER1 SGDID:S000005710, Chr XV from 679357-680544, Genome Release 64-1-1, Verified ORF, 3-phosphoserine aminotransferase, catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate, required for serine and glycine biosynthesis; regulat",0.52505,0.55168,0.57295,-0.929473279,-0.858096415,-0.803518851,1738,0.639676113,-0.863696182,-0.343961303
YCL043C,YCL043C,">YCL043C PDI1 SGDID:S000000548, Chr III from 50221-48653, Genome Release 64-1-1, reverse complement, Verified ORF, Protein disulfide isomerase; multifunctional protein resident in the endoplasmic reticulum lumen, essential for the formation of disulfide b",0.54933,0.53473,0.56564,-0.864255012,-0.903117476,-0.822043949,1739,0.640044166,-0.863138813,-0.343403933
YLR262C-A,YLR262C-A,">YLR262C-A TMA7 SGDID:S000007246, Chr XII from 669662-669468, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistan",0.58882,0.4966,0.56829,-0.76410142,-1.009843833,-0.815300766,1740,0.640412219,-0.863082006,-0.343347127
YAL031C,YAL031C,">YAL031C GIP4 SGDID:S000000029, Chr I from 87031-84749, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cd",0.75251,0.35761,0.61774,-0.410217341,-1.483541015,-0.694928344,1741,0.640780272,-0.862895567,-0.343160687
YHR143W-A,YHR143W-A,">YHR143W-A RPC10 SGDID:S000001185, Chr VIII from 387233-387445, Genome Release 64-1-1, Verified ORF, RNA polymerase subunit ABC10-alpha, found in RNA polymerase complexes I, II, and III",0.60728,0.55591,0.49268,-0.719566238,-0.847076761,-1.021277187,1742,0.641148325,-0.862640062,-0.342905183
YNL104C,YNL104C,">YNL104C LEU4 SGDID:S000005048, Chr XIV from 426754-424895, Genome Release 64-1-1, reverse complement, Verified ORF, Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis p",0.53359,0.55871,0.55836,-0.906196466,-0.839828452,-0.840732502,1743,0.641516378,-0.862252473,-0.342517594
YIR007W,YIR007W,">YIR007W YIR007W SGDID:S000001446, Chr IX from 370704-372998, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YIR007W is a non-essential gene",0.54412,0.5727,0.53452,-0.878003237,-0.804148491,-0.903684165,1744,0.641884431,-0.861945298,-0.342210419
YIL105C,YIL105C,">YIL105C SLM1 SGDID:S000001367, Chr IX from 169641-167581, Genome Release 64-1-1, reverse complement, Verified ORF, Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton",0.55341,0.56845,0.5298,-0.853579382,-0.814894637,-0.916480251,1745,0.642252484,-0.861651423,-0.341916544
YDR297W,YDR297W,">YDR297W SUR2 SGDID:S000002705, Chr IV from 1056551-1057600, Genome Release 64-1-1, Verified ORF, Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis",0.50938,0.50162,0.65251,-0.973185779,-0.995333224,-0.615928083,1746,0.642620537,-0.861482362,-0.341747483
YMR105C,YMR105C,">YMR105C PGM2 SGDID:S000004711, Chr XIII from 477606-475897, Genome Release 64-1-1, reverse complement, Verified ORF, Phosphoglucomutase, catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; f",0.48735,0.58851,0.58202,-1.03696985,-0.764861165,-0.780859365,1747,0.64298859,-0.860896794,-0.341161914
YKL068W,YKL068W,">YKL068W NUP100 SGDID:S000001551, Chr XI from 310199-313078, Genome Release 64-1-1, Verified ORF, Subunit of the nuclear pore complex (NPC) that is localized to both sides of the pore; contains a repetitive GLFG motif that interacts with mRNA export facto",0.58228,0.50045,0.57438,-0.780215029,-0.998702158,-0.79992258,1748,0.643356643,-0.859613256,-0.339878376
YIL063C,YIL063C,">YIL063C YRB2 SGDID:S000001325, Chr IX from 243744-242761, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding",0.59261,0.46438,0.60834,-0.754845124,-1.106622256,-0.717050226,1749,0.643724696,-0.859505869,-0.339770989
YPL273W,YPL273W,">YPL273W SAM4 SGDID:S000006194, Chr XVI from 25087-26064, Genome Release 64-1-1, Verified ORF, S-adenosylmethionine-homocysteine methyltransferase, functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the ",0.51934,0.54965,0.58649,-0.945248748,-0.863414847,-0.769821585,1750,0.644092749,-0.85949506,-0.339760181
YMR152W,YMR152W,">YMR152W YIM1 SGDID:S000004760, Chr XIII from 563096-564193, Genome Release 64-1-1, Verified ORF, Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; the authentic, non-tagged protein is detected in highly purified mitoch",0.57706,0.54356,0.53382,-0.793206764,-0.879488801,-0.905574737,1751,0.644460802,-0.859423434,-0.339688555
YPL232W,YPL232W,">YPL232W SSO1 SGDID:S000006153, Chr XVI from 107275-108147, Genome Release 64-1-1, Verified ORF, Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p t",0.54953,0.57717,0.52911,-0.863729852,-0.792931781,-0.91836041,1752,0.644828855,-0.858340681,-0.338605802
YBR127C,YBR127C,">YBR127C VMA2 SGDID:S000000331, Chr II from 492822-491269, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit B of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throug",0.54602,0.54976,0.55967,-0.872974299,-0.863126153,-0.837351678,1753,0.645196908,-0.857817377,-0.338082497
YLR410W,YLR410W,">YLR410W VIP1 SGDID:S000004402, Chr XII from 937541-940981, Genome Release 64-1-1, Verified ORF, Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; IP7 production is important for phosphate signaling; involved in cortical actin c",0.59867,0.51201,0.54912,-0.740167118,-0.965756107,-0.864806637,1754,0.645564961,-0.856909954,-0.337175075
YER061C,YER061C,">YER061C CEM1 SGDID:S000000863, Chr V from 279626-278298, Genome Release 64-1-1, reverse complement, Verified ORF, Mitochondrial beta-keto-acyl synthase with possible role in fatty acid synthesis; required for mitochondrial respiration",0.48775,0.53785,0.64191,-1.035786222,-0.894724217,-0.639557059,1755,0.645933014,-0.856689166,-0.336954286
YHL011C,YHL011C,">YHL011C PRS3 SGDID:S000001003, Chr VIII from 81616-80654, Genome Release 64-1-1, reverse complement, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynth",0.56384,0.55373,0.54012,-0.826642266,-0.852745409,-0.888648124,1756,0.646301067,-0.856011933,-0.336277054
YGL234W,YGL234W,">YGL234W ADE5,7 SGDID:S000003203, Chr VII from 56482-58890, Genome Release 64-1-1, Verified ORF, Bifunctional enzyme of the de novo purine nucleotide biosynthetic pathway, contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase a",0.57323,0.54012,0.54514,-0.80281398,-0.888648124,-0.875301312,1757,0.64666912,-0.855587805,-0.335852926
YDR182W,YDR182W,">YDR182W CDC1 SGDID:S000002590, Chr IV from 827582-829057, Genome Release 64-1-1, Verified ORF, Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects ",0.55424,0.48691,0.62568,-0.85141726,-1.038272964,-0.676503106,1758,0.647037173,-0.855397777,-0.335662897
YBR106W,YBR106W,">YBR106W PHO88 SGDID:S000000310, Chr II from 452658-453224, Genome Release 64-1-1, Verified ORF, Probable membrane protein, involved in phosphate transport; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high",0.53963,0.55634,0.56258,-0.88995754,-0.845961258,-0.82986983,1759,0.647405226,-0.855262876,-0.335527997
YLR043C,YLR043C,">YLR043C TRX1 SGDID:S000004033, Chr XII from 232013-231702, Genome Release 64-1-1, reverse complement, Verified ORF, Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 comple",0.56538,0.54392,0.54965,-0.822707245,-0.87853362,-0.863414847,1760,0.647773279,-0.854885238,-0.335150358
YHL031C,YHL031C,">YHL031C GOS1 SGDID:S000001023, Chr VIII from 39486-38815, Genome Release 64-1-1, reverse complement, Verified ORF, v-SNARE protein involved in Golgi transport, homolog of the mammalian protein GOS-28/GS28",0.5049,0.53733,0.62431,-0.985930417,-0.896119707,-0.67966552,1761,0.648141332,-0.853905215,-0.334170336
YGR205W,YGR205W,">YGR205W TDA10 SGDID:S000003437, Chr VII from 909213-910085, Genome Release 64-1-1, Verified ORF, ATP-binding protein of unknown function; crystal structure resembles that of E.coli pantothenate kinase and other small kinases; null mutant is sensitive to ",0.55564,0.50368,0.60642,-0.847777634,-0.989420649,-0.72161076,1762,0.648509385,-0.852936347,-0.333201468
