"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YKR054C","YKR054C","YKR054C","YKR054C DYN1 SGDID:S000001762, Chr XI from 547925-535647, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; invo",0.167,0.18794,0.23452,0.3405,0.19556,0.11447,0.23504,0.15709,0.888581462168777,0.688751835535977,1.70839521271949,1.49621236234006,-0.170424051126827,-0.537943836390323,0.77264176036527,0.581314956209177,-2.58207999218803,-2.09221713304034,-2.35431678442867,-2.08902179388053,-2.41165594106121,-1.55427329665002,-3.12695854479394,-2.67033675008971,0.161397207264324,-2.44080613314872,-2.2794089258844,4,0.638036084674159,0.442145593869732,0.195154758689956
"YHR085W","YHR085W","YHR085W","YHR085W IPI1 SGDID:S000001127, Chr VIII from 276764-277768, Genome Release 64-2-1, Verified ORF, Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ri",0.12008,0.097226,0.1375,0.16404,0.14341,0.10896,0.13917,0.12046,1.23506058050316,0.838210192635943,1.31617107195301,1.15532126847086,0.3045818086504,-0.254616030140469,0.396347018418204,0.208294087987999,-3.05793221281612,-2.86249647625006,-2.80178246800654,-2.84507984286582,-3.36251402146652,-2.6078804461096,-3.19812948642474,-3.05337393085382,0.163651721229033,-3.05547447121367,-2.89182274998464,4,0.340057329118116,0.442528735632184,0.468447860543565
"YEL036C","YEL036C","YEL036C","YEL036C ANP1 SGDID:S000000762, Chr V from 84552-83050, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the alpha-1,6 mannosyltransferase complex; type II membrane protein; has a role in retention of glycosyltransferases in the Golgi; i",0.22508,0.18204,0.13076,0.12378,0.17046,0.17762,0.2081,0.16491,1.23643155350472,1.05639037001131,0.959689224186466,1.26190043053787,0.306182377089367,0.0791430551596249,-0.0593608008373743,0.335598079863779,-2.15149022637925,-2.93500681266955,-2.55249485752611,-2.26465112981411,-2.45767260346862,-3.01414986782917,-2.49313405668874,-2.60024920967789,0.165390677818849,-2.64130143441611,-2.47591075659726,4,0.177780290643368,0.442911877394636,0.750116388131198
"YEL056W","YEL056W","YEL056W","YEL056W HAT2 SGDID:S000000782, Chr V from 47168-48373, Genome Release 64-2-1, Verified ORF, Subunit of the Hat1p-Hat2p histone acetyltransferase complex; required for high affinity binding of the complex to free histone H4, thereby enhancing Hat1p activit",0.11678,0.098547,0.12545,0.16045,0.16061,0.12718,0.20807,0.15386,1.18501831613342,0.781863508881271,1.26285579493631,1.3523332900039,0.244909358187362,-0.355011318872635,0.336689907686007,0.435450755598361,-3.09813487864433,-2.99481562414028,-2.63836637325711,-2.26485912583162,-3.34304423683169,-2.63980430526764,-2.97505628094311,-2.70030988142998,0.165509675649774,-2.91455367611811,-2.74904400046833,4,0.420617891191954,0.443295019157088,0.376112258324243
"YGR080W","YGR080W","YGR080W","YGR080W TWF1 SGDID:S000003312, Chr VII from 642010-643008, Genome Release 64-2-1, Verified ORF, Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing a",0.10629,0.086035,0.11367,0.10013,0.10224,0.092092,0.11193,0.11008,1.23542744231999,1.13522420852891,1.11019415367241,1.01680595930233,0.305010282476487,0.182977260149064,0.150812000941351,0.0240443908358381,-3.23392222359734,-3.13707654920695,-3.28996835348982,-3.15933132889888,-3.53893250607383,-3.32005380935601,-3.44078035443117,-3.18337571973471,0.165710983600685,-3.37078559739893,-3.20507461379825,4,0.0640283122400805,0.44367816091954,1.19362794584849
"YGR275W","YGR275W","YGR275W","YGR275W RTT102 SGDID:S000003507, Chr VII from 1043276-1043749, Genome Release 64-2-1, Verified ORF, Component of both the SWI/SNF and RSC chromatin remodeling complexes; suggested role in chromosome maintenance; possible weak regulator of Ty1 transpositio",NA,0.13663,0.14463,0.18538,0.1396,0.10899,0.20939,0.14815,NA,0.780181249325709,1.28085145426186,1.41336483293959,NA,-0.358118769467574,0.357103169960373,0.499133917713065,NA,-2.78956125931941,-2.8406291533398,-2.2557355508751,-2.87165380233354,-2.43144248985183,-3.19773232330017,-2.75486946858817,0.166039439401955,-2.81392452101843,-2.62864198784477,3,0.595269018561326,0.444061302681992,0.225286720199789
"YAL025C","YAL025C","YAL025C","YAL025C MAK16 SGDID:S000000023, Chr I from 101145-100225, Genome Release 64-2-1, reverse complement, Verified ORF, Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenan",0.1445,0.095045,NA,0.13175,0.089834,0.12084,0.14096,0.11248,1.52033247409122,NA,0.743412777226084,1.25320056899004,0.604386854110762,NA,-0.42776461050489,0.325617329847878,-2.79085860216141,NA,-3.47659461621376,-2.8266422655164,-3.39524545627217,-2.92412513302487,-3.04883000570887,-3.15225959536428,0.16741319115125,-3.13011504759255,-3.03136516129719,3,0.641520543564063,0.444444444444444,0.192789431551477
"YJL063C","YJL063C","YJL063C","YJL063C MRPL8 SGDID:S000003599, Chr X from 316475-315759, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial ribosomal protein of the large subunit",0.14621,0.11862,0.18017,0.22541,0.22021,0.19485,0.20572,0.14374,1.23259146855505,0.799299055055233,1.13015139851168,1.43119521358007,0.301694710566136,-0.323192711229511,0.176516053393658,0.517220467631137,-2.77388610742031,-2.47256928603536,-2.18304810998675,-2.28124603608435,-3.07558081798645,-2.14937657480585,-2.35956416338041,-2.79846650371549,0.168059630090355,-2.59574701497205,-2.4276873848817,4,0.415266598466413,0.444827586206897,0.381672999506784
"YDL193W","YDL193W","YDL193W","YDL193W NUS1 SGDID:S000002352, Chr IV from 114672-115799, Genome Release 64-2-1, Verified ORF, Putative prenyltransferase; required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hyp",0.15026,0.14981,0.15021,0.11802,0.1839,0.13755,0.17651,0.18767,1.00300380481944,1.27275038129131,1.33696837513631,0.940533915916236,0.00432707871552069,0.347949497805225,0.418965340095727,-0.0884481262139269,-2.73446708750942,-2.7349472336319,-2.44300661513751,-2.50217817461057,-2.73879416622494,-3.08289673143713,-2.86197195523324,-2.41373004839665,0.170698447600636,-2.77434822532299,-2.60364977772235,4,0.265840926037494,0.445210727969349,0.575378158893529
"YPL019C","YPL019C","YPL019C","YPL019C VTC3 SGDID:S000005940, Chr XVI from 517018-514511, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking, vacuolar polyphosphate accumulation, microautoph",0.13275,0.21919,0.16098,0.089729,0.14761,0.11658,0.17218,0.14752,0.605638943382454,1.79406880718608,1.26616915422886,1.16716377440347,-0.723470119388076,0.843235222410199,0.340470154896767,0.223007011723907,-2.91321623385793,-2.63504663445513,-2.76013763323354,-2.53801052228357,-2.18974611446986,-3.47828185686533,-3.10060778813031,-2.76101753400747,0.170810567410699,-2.88241332336824,-2.71160275595754,4,0.637573696316089,0.445593869731801,0.195469608457015
"YGL195W","YGL195W","YGL195W","YGL195W GCN1 SGDID:S000003163, Chr VII from 131525-139543, Genome Release 64-2-1, Verified ORF, Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA",0.064409,0.059163,0.070186,0.06189,0.075528,0.069064,0.08774,0.073671,1.08867028379223,1.13404427209565,1.0935943472721,1.19097066688385,0.122567083565271,0.181476962931021,0.129077690866055,0.252137880655975,-3.95659389664962,-3.83267290489815,-3.72684460530459,-3.51062148341758,-4.07916098021489,-4.01414986782917,-3.85592229617065,-3.76275936407356,0.17131490450458,-3.92799812707207,-3.75668322256749,4,0.0106473172648367,0.445977011494253,1.97275980479299
"YBR017C","YBR017C","YBR017C","YBR017C KAP104 SGDID:S000000221, Chr II from 273703-270947, Genome Release 64-2-1, reverse complement, Verified ORF, Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-bind",0.11412,0.10715,0.1192,0.082185,0.11885,0.06808,0.11005,0.18456,1.06504899673355,1.45038632353836,1.74574030552291,0.596283051582141,0.0909198020178099,0.536437226322388,0.803838961143834,-0.745930763904063,-3.13137644285509,-3.06854385908729,-3.07278619160701,-3.18376894965789,-3.2222962448729,-3.60498108540968,-3.87662515275085,-2.43783818575383,0.171316306394992,-3.28543516719681,-3.11411886080182,4,0.648343464180891,0.446360153256705,0.188194862831484
"YNL154C","YNL154C","YNL154C","YNL154C YCK2 SGDID:S000005098, Chr XIV from 345276-343636, Genome Release 64-2-1, reverse complement, Verified ORF, Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis, proper septin as",0.095147,0.081907,0.089534,0.095109,0.12029,0.082131,0.10076,0.099935,1.16164674569939,0.941383044717114,1.4646114134736,1.00825536598789,0.21617141494747,-0.087146226056947,0.550517943679611,0.0118610838628281,-3.39369802096176,-3.48142054855225,-3.05541138213286,-3.31100506770257,-3.60986943590923,-3.3942743224953,-3.60592932581247,-3.3228661515654,0.17285105410824,-3.4832348089456,-3.31038375483736,4,0.307234033770732,0.446743295019157,0.512530677116652
"YOR272W","YOR272W","YOR272W","YOR272W YTM1 SGDID:S000005798, Chr XV from 832813-834195, Genome Release 64-2-1, Verified ORF, Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-ter",0.1214,0.13122,0.11683,0.11766,0.10617,0.068229,0.12993,0.11428,0.925163846974546,0.992945775964644,1.55608319043222,1.13694434721736,-0.112219204626205,-0.0102131594931022,0.637919190925505,0.185161636852353,-3.04215967329377,-3.09751731301661,-3.23555192729042,-2.94419351664809,-2.92994046866756,-3.08730415352351,-3.87347111821593,-3.12935515350044,0.175162115914638,-3.25501772347686,-3.07985560756222,4,0.369130429347695,0.447126436781609,0.432820152168001
"YNL244C","YNL244C","YNL244C","YNL244C SUI1 SGDID:S000005188, Chr XIV from 187496-187170, Genome Release 64-2-1, reverse complement, Verified ORF, Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy a",0.091724,0.077134,0.11172,0.074946,0.086372,0.08242,0.09779,0.11134,1.18915134700651,1.49067328476503,1.04794952681388,0.878300700556853,0.249932343073699,0.57596409256493,0.0675692329356068,-0.187213140398766,-3.44655691886897,-3.16204061615686,-3.53329249322071,-3.35416924696974,-3.69648926194266,-3.73800470872179,-3.60086172615631,-3.16695610657098,0.176563132043867,-3.55057795084794,-3.37401481880407,4,0.351648680131069,0.447509578544061,0.453891008317031
"YDR475C","YDR475C","YDR475C","YDR475C JIP4 SGDID:S000002883, Chr IV from 1410094-1407464, Genome Release 64-2-1, reverse complement, Verified ORF, Protein of unknown function; previously annotated as two separate ORFs, YDR474C and YDR475C, which were merged as a result of corrections ",0.20311,0.11129,0.2212,0.099231,0.19639,0.55258,0.19374,NA,1.82505166681643,2.2291421027703,0.355405552137247,NA,0.86793730695415,1.15648858807698,-1.49246187559644,NA,-2.29966682327274,-2.17657670931474,-2.34820662408255,-2.36780624810167,-3.16760413022689,-3.33306529739172,-0.855744748486104,NA,0.177321339811561,-2.45213805870157,-2.29806410119293,3,0.852201823952063,0.447892720306513,0.0694575406219907
"YEL034W","YEL034W","YEL034W","YEL034W HYP2 SGDID:S000000760, Chr V from 85676-86149, Genome Release 64-2-1, Verified ORF, Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for m",0.037418,0.10082,0.088389,0.02604,0.10892,0.08047,0.10745,0.11185,0.371136679230311,3.39435483870968,1.35354790605194,0.960661600357622,-1.42997750606235,1.76313738906682,0.436745949688439,-0.0578997736313353,-4.74012374148979,-3.49998935220436,-3.19865920739302,-3.21826261212167,-3.31014623542745,-5.26312674127118,-3.63540515708145,-3.16036283849033,0.178001514765394,-3.8422602430676,-3.66425872830221,4,0.804764053898438,0.448275862068966,0.0943314303276595
"YDR412W","YDR412W","YDR412W","YDR412W RRP17 SGDID:S000002820, Chr IV from 1294693-1295400, Genome Release 64-2-1, Verified ORF, Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonucle",0.35379,0.16813,0.10502,0.092498,0.10912,0.15657,0.12021,0.12143,2.10426455718789,1.13537590001946,0.696940665517021,0.989953059375772,1.07331609785696,0.183170023780723,-0.520892258317503,-0.0145679763732248,-1.49903482457041,-3.25126399410857,-3.19601254541264,-3.05637117928486,-2.57235092242736,-3.4344340178893,-2.67512028709514,-3.04180320291163,0.180256471736738,-2.93092710758086,-2.75067063584412,4,0.625466271638511,0.448659003831418,0.203796104733503
"YOR195W","YOR195W","YOR195W","YOR195W SLK19 SGDID:S000005721, Chr XV from 712866-715331, Genome Release 64-2-1, Verified ORF, Kinetochore-associated protein; required for chromosome segregation and kinetochore clustering; required for normal segregation of chromosomes in meiosis and m",0.16438,0.17523,0.26957,0.21805,0.2255,0.25649,0.30783,0.19035,0.938081378759345,1.23627608346709,0.879176576084838,1.61717888100867,-0.0922150126158465,0.306000959885621,-0.185775145834545,0.693479268465625,-2.60489331689005,-1.89126814458222,-2.14880066140671,-1.69979425652156,-2.5126783042742,-2.19726910446784,-1.96302551557216,-2.39327352498719,0.180372517475214,-2.26656161232535,-2.08618909485014,4,0.436752027135266,0.44904214559387,0.359765070611507
"YHR089C","YHR089C","YHR089C","YHR089C GAR1 SGDID:S000001131, Chr VIII from 283298-282681, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA",0.10679,0.10783,0.092023,0.077701,0.094691,0.071858,0.10922,0.10218,0.99035518872299,1.18432195209843,1.31775167691837,1.0688980230965,-0.0139820574653394,0.244061323835917,0.398078527984935,0.0961242210745649,-3.22715153799177,-3.44186169992156,-3.40062887994589,-3.19469103296255,-3.21316948052643,-3.68592302375748,-3.79870740793083,-3.29081525403711,0.181070503857519,-3.49715379156296,-3.31608328770544,4,0.136518194590614,0.449425287356322,0.864809463760807
"YOR078W","YOR078W","YOR078W","YOR078W BUD21 SGDID:S000005604, Chr XV from 472725-473369, Genome Release 64-2-1, Verified ORF, Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotranspositio",0.11016,0.1072,0.10284,0.10522,0.1198,0.10202,0.13857,0.098887,1.02761194029851,0.9773807260977,1.17427955302882,1.40129642925764,0.0392955587898292,-0.0330074399011333,0.231775902279205,0.486762174743496,-3.18232763030185,-3.28152657960316,-3.06130018676066,-2.85131314286662,-3.22162318909168,-3.24851913970202,-3.29307608903987,-3.33807531761012,0.181206548977849,-3.27532343386092,-3.09411688488307,4,0.216703712647179,0.449808429118774,0.664133648124709
"YNL008C","YNL008C","YNL008C","YNL008C ASI3 SGDID:S000004953, Chr XIV from 618241-616211, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the nuclear inner membrane Asi ubiquitin ligase complex; Asi complex targets both misfolded proteins and regulators of sterol bi",0.19031,0.16038,0.2623,0.24402,0.23959,0.20962,0.24334,NA,1.18661927921187,1.07491189246783,1.14297299875966,NA,0.246857127820713,0.104218410969057,0.192791322173863,NA,-2.39357672365186,-1.93071028728447,-2.06136040066501,-2.03895460626577,-2.64043385147258,-2.03492869825352,-2.25415172283887,NA,0.181288953654545,-2.30983809085499,-2.10615050446678,3,0.0487785009165212,0.450191570881226,1.31177155075633
"YLR100W","YLR100W","YLR100W","YLR100W ERG27 SGDID:S000004090, Chr XII from 341810-342853, Genome Release 64-2-1, Verified ORF, 3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants a",0.077495,0.064573,0.089135,0.087134,0.080436,0.065737,0.098959,0.089588,1.200114598981,1.02296462919182,1.22360314586914,1.10460106264232,0.263172175406774,0.0327562622173981,0.291135721165324,0.143525420415933,-3.68975295948988,-3.4878641540824,-3.63601485009626,-3.33702526810161,-3.95292513489665,-3.5206204162998,-3.92715057126159,-3.48055068851755,0.182647394801357,-3.72031170274389,-3.53766430794254,4,0.0542170510963309,0.450574712643678,1.2658641076965
"YDL001W","YDL001W","YDL001W","YDL001W RMD1 SGDID:S000002159, Chr IV from 447984-449276, Genome Release 64-2-1, Verified ORF, Cytoplasmic protein required for sporulation",0.16881,0.21125,0.2672,0.20386,0.18005,0.097929,0.21726,0.25173,0.799100591715976,1.31070342391838,1.83857692818266,0.863067572398999,-0.323550972165558,0.390341280337683,0.878589541831257,-0.21245457772117,-2.5665277256581,-1.9040080870754,-2.47353049535917,-2.20250551223948,-2.24297675349254,-2.29434936741308,-3.35212003719043,-1.99005093451831,0.183231318070553,-2.46987427315359,-2.28664295508304,4,0.55935518036549,0.45095785440613,0.252312335425635
"YGR002C","YGR002C","YGR002C","YGR002C SWC4 SGDID:S000003234, Chr VII from 499906-498476, Genome Release 64-2-1, reverse complement, Verified ORF, Component of the Swr1p complex that incorporates Htz1p into chromatin; component of the NuA4 histone acetyltransferase complex",0.19079,0.34151,0.33304,0.16498,0.18992,0.16292,0.24244,0.1917,0.558665924863108,2.01866892956722,1.16572550945249,1.26468440271257,-0.839942267311026,1.01340432184501,0.221228120638492,0.338777410652942,-2.38994253847311,-1.58623263129659,-2.3965362547949,-2.04430034722836,-1.55000027116209,-2.59963695314161,-2.6177643754334,-2.3830777578813,0.183366896456355,-2.2876198394046,-2.10425294294824,4,0.66495946855415,0.451340996168582,0.177204825553636
